Gene,WT q-value,WT log2 fold change,KRas mutant q-value,KRas mutant log2 fold change,Synthetic Lethal Score
SLC7A1,0.006545,-2.219729536,0.019719,-1.693410467,-0.526319069
KPNB1,0.000413,-3.681339519,0.003548,-2.271049213,-1.410290306
SOX4,0.242249,-0.91017441,0.031601,-1.339831468,0.429657058
POLR3H,0.004705,-2.485668735,0.079032,-1.525120773,-0.960547961
CDC16,0.001192,-3.273654748,0.00389,-2.377820459,-0.895834289
RRS1,0.004497,-1.538140869,0.000424,-2.036129976,0.497989108
RPLP0,0.181146,-1.662699847,0.008319,-1.683680154,0.020980308
WDR77,0.003555,-1.955904036,0.001688,-1.778275645,-0.17762839
HUS1,0.001817,-2.633484324,0.00209,-2.050377134,-0.583107191
DPAGT1,0.001192,-2.711809844,0.002951,-2.002782509,-0.709027335
DHFR,0.01543,-2.591722068,0.011526,-1.880680425,-0.711041643
EIF3J,0.019735,-2.677215447,0.057468,-2.079277946,-0.597937501
DHX38,0.00718,-2.141051523,0.057498,-1.205569309,-0.935482214
WDR18,0.045801,-1.279607442,0.060611,-1.278810917,-0.000796525
PSTK,0.078028,-2.329770922,0.408573,-1.211329896,-1.118441026
HARS,0.001817,-2.313195365,0.05589,-1.031077415,-1.28211795
RPS11,0.001895,-2.349369403,0.002951,-2.702485802,0.353116399
NHP2L1,0.0657,-2.526709734,0.012898,-1.534604768,-0.992104966
ADSL,0.05955,-1.683887011,0.026544,-1.304431971,-0.37945504
KLF16,0.352784,-0.990509091,0.048336,-1.237802816,0.247293726
ANAPC2,0.003555,-2.218315326,0.088221,-1.203411509,-1.014903817
DOHH,0.113787,-1.998457916,0.113926,-0.98624101,-1.012216905
RPL27A,0.001303,-1.958891369,0.000424,-2.258571956,0.299680587
C1orf109,0.012232,-1.771109875,0.010975,-1.897329808,0.126219933
USP5,0.001817,-2.414702897,0.012411,-1.426933788,-0.987769109
RPL11,0.000413,-3.554834624,0.017072,-2.218149931,-1.336684693
ZNF574,0.504739,-1.426440728,0.085108,-1.606160088,0.17971936
PSMB4,0.152833,-2.318945594,0.121047,-1.327734969,-0.991210625
PPP2R1A,0.331931,-1.233069262,0.266526,-0.499553221,-0.733516041
TOMM22,0.409707,-1.915374842,0.539274,-1.339179931,-0.57619491
PRMT1,0.005723,-1.52911519,0.013907,-0.997183162,-0.531932028
NDUFAB1,0.13553,-1.893976098,0.325153,-1.003862763,-0.890113335
TIMM10,0.149345,-1.730105009,0.425166,-1.133604185,-0.596500823
NARS,0.082247,-2.520547335,0.71587,-1.351004485,-1.169542849
CIAO1,0.078295,-2.208483433,0.108634,-1.374290422,-0.834193011
RPP30,0.004497,-1.943504912,0.011526,-1.093008436,-0.850496475
WNK1,0.616026,-1.430156468,0.099667,-1.180343182,-0.249813286
HSCB,1,-1.436411858,0.286119,-1.498996362,0.062584504
PISD,0.003669,-2.494222972,0.011251,-1.135897703,-1.358325269
SENP6,0.003669,-2.630021771,0.206356,-2.158597184,-0.471424586
PSMC5,0.08091,-2.008992946,0.121047,-1.160730811,-0.848262135
FEN1,0.003952,-2.518452765,0.082367,-1.556735859,-0.961716906
IGBP1,0.260039,-1.908260524,0.152508,-1.135313796,-0.772946728
SMN1,0.444047,-1.532940291,0.333415,-0.844632626,-0.688307666
NAA10,0.001192,-3.56700195,0.032608,-2.066221314,-1.500780636
ANAPC5,0.001192,-2.363137537,0.079032,-1.455024173,-0.908113364
CCT3,0.001192,-2.992810855,0.001361,-1.85833535,-1.134475505
C14orf80,0.091832,-1.396419156,0.004625,-1.274600742,-0.121818414
LAS1L,0.171243,-1.63227946,0.034518,-1.841543171,0.209263711
PSMD7,0.041684,-1.971904476,0.313123,-1.14066031,-0.831244166
ALDOA,0.009619,-3.040619239,0.353612,-1.658494236,-1.382125003
AURKA,0.106315,-2.115136463,0.385697,-1.436484177,-0.678652286
RPS28,0.402127,-1.23560849,0.327143,-1.180153465,-0.055455024
TSEN54,0.013866,-1.626538027,0.00389,-1.855144283,0.228606256
NDUFB7,1,-1.486652314,0.108634,-0.975836781,-0.510815533
EARS2,1,-1.787519123,0.443465,-1.312454791,-0.475064332
RPS9,1,-1.190799896,0.534174,-1.522817979,0.332018083
NUP160,0.085996,-1.853385661,0.051169,-1.064334755,-0.789050906
GNL3,1,-1.645448935,0.001532,-2.028594129,0.383145194
EIF3CL,0.548648,-1.367159715,0.004625,-1.468500226,0.101340511
SNRPE,0.009675,-1.165669561,0.007032,-1.357011839,0.191342278
CDC20,0.02494,-1.752453386,0.011526,-1.298704038,-0.453749348
ABCF1,0.03263,-2.362912119,0.013257,-1.284113977,-1.078798142
NOP9,0.603881,-1.340449122,0.032608,-1.757861179,0.417412057
PUF60,0.771403,-1.172774716,0.087107,-1.343333002,0.170558286
RCC1,0.005632,-2.314260224,0.117108,-1.789278384,-0.52498184
ZNRD1,0.59385,-1.179432239,0.153213,-1.502828821,0.323396582
SMN2,0.470762,-1.555994513,0.234377,-0.716138558,-0.839855956
NDUFB8,0.306731,-1.867076067,0.28412,-1.185356561,-0.681719505
GFER,0.594408,-1.75122656,0.371345,-0.878266926,-0.872959634
REV3L,0.483728,-2.125386139,0.398245,-1.305033427,-0.820352712
FOXD4L2,1,-0.933133227,0.454481,-1.305900034,0.372766807
CRKL,0.06861,-1.919624518,0.528332,-1.29787237,-0.621752147
RPP21,0.086858,-1.858895242,0.582075,-0.966283035,-0.892612207
TRRAP,0.085996,-1.903726062,0.785097,-1.145812242,-0.75791382
LRR1,0.00828,-2.801090525,0.001688,-1.884051935,-0.91703859
ROMO1,1,-1.493319004,0.000424,-1.838374569,0.345055565
RPS27A,0.001817,-2.518678106,0.017342,-1.738288501,-0.780389605
FBXO41,0.634384,-1.471064864,0.391734,-0.794366212,-0.676698651
SRSF2,0.539483,-1.014724285,0.076551,-1.426011454,0.411287169
TUBGCP2,0.436056,-1.470994029,0.057498,-1.627761189,0.15676716
FOXD4L4,1,-1.064642556,0.468243,-1.298243861,0.233601304
POLR2J,0.001192,-2.920047655,0.011526,-1.867570818,-1.052476837
TAF5,0.286443,-1.442201011,0.058487,-0.775513324,-0.666687687
SART1,1,-1.047730553,0.353612,-1.537113546,0.489382994
RPL6,0.001817,-2.551810706,0.000424,-2.435144818,-0.116665888
SNRNP27,1,-1.17832924,0.121047,-1.596345469,0.418016229
PPA2,1,-1.190095263,0.063469,-1.08464808,-0.105447183
CSNK2B,0.001192,-2.430316261,0.10841,-1.669245613,-0.761070647
LIPT2,0.596754,-1.595040711,0.346053,-0.667945963,-0.927094748
TUFM,0.654439,-1.884979493,0.420805,-1.28086683,-0.604112664
CREBBP,0.22622,-2.271741595,0.534174,-1.390798603,-0.880942991
PPP1CB,0.012002,-2.848185666,0.023376,-1.805745175,-1.042440491
RPS4X,0.037853,-2.140715409,0.073548,-1.883237549,-0.25747786
WDR74,0.620691,-1.215735095,0.478109,-1.564701567,0.348966473
RPS2,0.048002,-1.436139969,0.016244,-1.682909619,0.24676965
SDE2,0.040258,-1.327286033,0.032107,-1.665536029,0.338249996
MRPS24,1,-0.905176823,0.011251,-1.220929492,0.315752669
DDX54,0.001192,-2.324647302,0.444173,-1.114482146,-1.210165156
NDNL2,0.08506,-1.5746655,0.08565,-1.536587363,-0.038078136
DIS3,0.04055,-2.409740835,0.222422,-1.496880267,-0.912860568
CYC1,0.037385,-2.291041181,0.058487,-1.763901505,-0.527139676
DDX1,0.005328,-2.580619147,0.020101,-1.769993276,-0.810625871
GPN2,0.06157,-1.460955611,0.032107,-1.369420495,-0.091535115
CCT2,0.004911,-2.573985395,0.063041,-1.764077995,-0.8099074
SURF6,1,-0.820572575,0.069153,-1.318854893,0.498282317
TSEN34,0.065169,-2.431667037,0.079032,-1.634626272,-0.797040765
RAD51D,0.089439,-1.885272607,0.116224,-1.310169442,-0.575103166
PPIL2,0.00799,-2.127393675,0.121047,-1.254120492,-0.873273182
TFB2M,1,-1.225996596,0.121047,-0.922787936,-0.303208661
KRI1,0.04633,-1.828340853,0.192037,-1.445827556,-0.382513297
IPO9,0.003503,-2.300512537,0.327222,-1.234744786,-1.06576775
MED30,0.161687,-1.27251799,0.052785,-1.603875872,0.331357882
CCNA2,0.292836,-1.734324015,0.329887,-0.912483998,-0.821840017
UBE2I,0.099822,-2.097032664,0.527003,-1.263016354,-0.83401631
OXA1L,0.097525,-2.201866945,0.186305,-1.288270879,-0.913596066
RPS3A,0.001192,-2.363716176,0.000424,-2.380135294,0.016419119
EXOSC4,0.106134,-2.182369574,0.121047,-1.068776784,-1.11359279
PRPF19,0.002421,-2.400279371,0.27427,-1.198080834,-1.202198537
METAP2,0.008299,-2.062766182,0.08755,-1.101000436,-0.961765746
ELL,1,-0.875412102,0.503862,-1.374569148,0.499157046
MIS18A,1,-0.757792075,0.910605,-1.132562929,0.374770854
CDK7,0.009514,-2.755653783,0.078802,-1.767895711,-0.987758072
URB2,1,-1.75747462,0.049904,-1.908072267,0.150597647
ACIN1,0.558972,-1.860784206,0.346048,-1.174912376,-0.685871829
SAE1,0.024018,-1.923387213,0.007032,-0.988189336,-0.935197877
WDR1,0.829601,-1.268416311,0.343341,-1.382992863,0.114576551
WBSCR16,1,-1.022671634,0.331842,-1.264087439,0.241415805
DDOST,0.001817,-2.356352407,0.011526,-1.262944775,-1.093407632
ATP6V1G1,0.292836,-1.881966327,0.095181,-1.256600404,-0.625365923
CCDC116,0.096477,-1.30801535,0.232369,-1.31482699,0.00681164
SDHA,0.065502,-2.298797275,0.252102,-1.24891542,-1.049881855
NDUFB11,1,-1.139262583,1,-0.988081974,-0.151180609
PWP1,0.077275,-2.097193118,0.144365,-1.379300235,-0.717892883
PCBP1,1,-1.066675308,0.234377,-1.418127977,0.351452669
MVK,0.00828,-2.20251134,0.51135,-1.211226959,-0.991284382
CCT5,0.22622,-0.970257718,0.398245,-1.206459881,0.236202163
NUPL1,0.644559,-1.434361435,0.573833,-1.069754537,-0.364606898
INTS6,0.026571,-1.641547987,0.025333,-1.251577618,-0.389970369
SUPT5H,0.001192,-2.36375979,0.061309,-1.469139657,-0.894620133
MRPL44,1,-1.771415674,0.121047,-1.287463512,-0.483952162
CLP1,0.483728,-2.169570267,0.676665,-1.228443041,-0.941127227
GMPPB,0.001817,-2.820380108,0.011251,-1.522152885,-1.298227223
IPO7,0.049243,-2.097135127,0.019051,-1.746190475,-0.350944652
RNF113A,0.093048,-1.658073848,0.052972,-1.083990114,-0.574083734
PTPMT1,0.005456,-1.794212568,0.094089,-0.918421325,-0.875791242
RABIF,0.584687,-1.331630851,0.108634,-0.97305803,-0.358572821
ATP5I,0.455098,-1.286330067,0.587155,-0.834482278,-0.451847789
SBNO1,0.019645,-2.115507304,0.019221,-1.847224137,-0.268283168
PHF5A,0.002081,-2.756213388,0.461561,-1.476389337,-1.279824051
DLD,0.021538,-2.42728387,0.148548,-1.796598348,-0.630685522
INCENP,0.006523,-2.487957594,0.537735,-1.109889876,-1.378067718
NUP133,0.059358,-2.015813386,0.047546,-1.203457487,-0.812355899
GTF3C4,0.297167,-1.733654604,0.504405,-1.041762823,-0.691891781
GINS3,1,-0.86345674,0.108634,-1.301750105,0.438293365
RCL1,0.002581,-2.478767524,0.433113,-1.351910179,-1.126857345
TARS2,0.001192,-2.475798536,0.003636,-1.705554569,-0.770243967
NHP2,1,-1.119350381,0.011251,-1.211013334,0.091662953
CHD4,0.05271,-1.896610988,0.011589,-1.24857351,-0.648037478
FAM96B,0.05849,-2.141752966,0.034901,-1.98687299,-0.154879976
SACM1L,0.001192,-2.622043954,0.063101,-1.708018002,-0.914025952
RRM2,0.05849,-2.059721642,0.111023,-1.158744859,-0.900976784
NDUFB10,0.466072,-1.525229162,0.124833,-1.546401107,0.021171945
YARS,0.001817,-3.267609461,0.134687,-2.391989099,-0.875620361
RAN,0.008458,-2.127090714,0.143665,-0.921019525,-1.206071189
MAD2L2,0.167846,-1.771802198,0.204611,-1.091173088,-0.68062911
RPL18A,0.933188,-1.10248188,0.235765,-1.092452058,-0.010029822
PRPF38B,0.735198,-0.716307102,0.425165,-1.106921198,0.390614096
SHQ1,0.563363,-0.721829167,0.568595,-0.830092667,0.1082635
GSG2,0.644324,-1.810790206,1,-0.898746151,-0.912044054
WDR46,0.00618,-2.255935453,0.111837,-1.097013611,-1.158921842
UBA2,0.634384,-1.793470454,0.39363,-1.233341382,-0.560129072
TOMM40,0.052022,-2.036493396,0.395633,-1.282061699,-0.754431698
NDUFB6,1,-1.0248192,0.063327,-0.755326709,-0.26949249
NOP58,0.004497,-2.810038043,0.013409,-2.044817004,-0.765221038
DDX11,1,-1.159443186,0.117108,-0.966572936,-0.19287025
FKBPL,0.062894,-1.347672977,0.023726,-1.778628639,0.430955662
COX7C,0.060342,-2.090089195,0.057498,-1.518373383,-0.571715811
POLE,0.078028,-1.97942705,0.120992,-1.094002896,-0.885424154
AKIRIN2,0.935482,-0.626574516,0.512625,-0.981005338,0.354430822
POLR1B,0.005947,-2.647539574,0.016734,-2.187760282,-0.459779292
WDR82,0.062281,-1.106432693,0.017999,-1.086950706,-0.019481987
IMPDH2,0.052022,-2.299728262,0.076268,-1.681915881,-0.617812381
NPIPB5,0.993474,-0.907453118,0.057422,-1.278159643,0.370706525
COPE,0.008538,-1.984190816,1,-0.977118482,-1.007072334
URB1,0.540471,-1.256147359,0.052785,-1.345240341,0.089092982
RPL5,0.040915,-2.410957909,0.002951,-2.775043897,0.364085988
RPL19,0.228052,-1.961734138,0.564812,-1.152719063,-0.809015075
POLR1C,0.058091,-1.85849144,0.280614,-0.932603376,-0.925888064
SPCS2,0.274542,-2.134762264,0.15586,-1.047302351,-1.087459914
MOCS3,1,-1.559307662,0.577211,-0.871913552,-0.687394109
METTL3,0.417716,-1.850804509,0.610047,-1.101275356,-0.749529153
POLD1,0.00828,-1.296680519,1,-0.478231301,-0.818449218
POP5,0.269734,-1.100169024,0.032733,-0.465205795,-0.63496323
MBD2,1,-0.939224548,1,-0.746542366,-0.192682183
HIST1H2BB,0.539483,-0.971415984,0.09931,-1.350096063,0.378680079
DHX33,0.002081,-1.754565634,0.119097,-0.905347613,-0.849218021
KTI12,1,-0.686964966,0.548464,-0.97126714,0.284302173
NDUFA13,1,-1.667928549,0.417394,-1.072629561,-0.595298988
DYNLRB1,0.054323,-1.184701284,0.025333,-1.398073711,0.213372427
DYNC1H1,0.326878,-0.931562365,0.050069,-1.387341741,0.455779376
PGD,0.630722,-2.074318907,0.113116,-1.142214445,-0.932104463
CENPV,1,-0.46516254,0.431093,-0.826131781,0.360969241
PGGT1B,1,-1.169711874,1,-1.072786879,-0.096924995
EXOC4,0.001192,-2.282014818,0.573581,-1.241159428,-1.040855389
SYS1,1,-0.399599099,0.059983,-0.615260923,0.215661824
NOC4L,0.470762,-0.902268389,0.563919,-1.040442956,0.138174566
CENPE,0.311913,-1.90388701,0.517651,-1.384088055,-0.519798955
SOD1,0.06142,-2.120306687,0.19839,-1.315630827,-0.80467586
RBM14,0.404529,-1.531231016,0.366504,-0.733420391,-0.797810625
ELP3,0.001192,-2.705295406,0.003082,-2.051095291,-0.654200115
DDX19A,0.237933,-1.522555377,0.011526,-1.040156331,-0.482399046
PABPN1,1,-0.916202618,0.620446,-1.223897032,0.307694414
WDR75,0.315486,-1.855884605,0.023376,-1.840303231,-0.015581375
MPHOSPH8,1,-1.20429057,1,-0.793141053,-0.411149517
LSM11,1,-0.96730919,0.092127,-1.222849657,0.255540467
ERCC1,1,-1.517014431,1,-0.960782747,-0.556231684
IARS,0.002822,-2.303216041,0.017816,-1.381924512,-0.921291529
PMVK,0.001895,-1.628350385,0.011599,-0.946141891,-0.682208494
CENPA,0.596478,-1.190995213,0.374633,-1.154524154,-0.03647106
HSPA5,0.048399,-2.24323652,0.033042,-1.643573307,-0.599663213
PPP1R2,1,-1.61349214,0.459513,-0.848373476,-0.765118664
GAK,0.563819,-1.504922583,1,-1.022675691,-0.482246892
TUT1,0.00946,-2.153695278,1,-1.103311855,-1.050383423
CTPS1,0.002822,-2.520773643,0.048336,-1.383542831,-1.137230812
FAU,1,-0.419790769,0.143665,-0.746458845,0.326668076
PHF12,1,-2.001568724,0.944884,-1.25791115,-0.743657575
N6AMT1,0.078124,-1.357263788,0.415061,-0.554195981,-0.803067807
ATP6AP1,0.002339,-2.084854147,0.10841,-1.073224807,-1.01162934
RAD51C,0.091408,-1.543705416,0.525556,-0.811564095,-0.732141321
MRPL34,1,-0.910202502,0.576723,-1.090269877,0.180067375
IARS2,0.00828,-1.750112442,0.014569,-0.893902288,-0.856210154
UTP23,0.326142,-0.939648581,0.08565,-1.066427897,0.126779316
LONP1,0.484142,-0.854283111,0.063469,-1.055276627,0.200993516
ABHD11,1,-1.256992329,1,-0.860923963,-0.396068366
DDX21,0.001817,-2.35428342,0.003593,-1.995321538,-0.358961883
POLR2H,0.00099,-2.691653266,0.019051,-1.930707366,-0.7609459
ARL2,0.227393,-1.638563745,0.678577,-0.90741967,-0.731144074
TWISTNB,0.466022,-0.742140857,0.030164,-1.142269722,0.400128864
SEH1L,0.026571,-2.089623837,0.193542,-1.698786387,-0.39083745
MRPS5,1,-0.704697797,0.353612,-1.174917805,0.470220009
ACAD9,1,-1.061357138,0.419763,-0.981727952,-0.079629186
MRP63,1,-0.85422935,0.422311,-1.153223899,0.298994549
PSMA2,0.457534,-1.758624789,0.443465,-1.132202626,-0.626422163
GPKOW,1,-0.886986848,1,-1.145487303,0.258500455
TRAIP,1,-1.568600087,0.911563,-0.883823444,-0.684776643
NCAPD2,0.127049,-1.81857129,0.009561,-1.665381053,-0.153190237
NELFB,1,-0.900717979,1,-1.066415472,0.165697493
CDC7,0.438362,-1.94569127,0.045847,-1.590552172,-0.355139098
ATP6V1B2,0.271035,-1.783839267,0.316163,-0.827841525,-0.955997742
NDUFA2,1,-1.098754889,1,-0.954077114,-0.144677774
THG1L,0.903152,-2.358136604,0.418094,-1.4235523,-0.934584304
MASTL,0.002658,-2.450425239,0.114798,-1.553825882,-0.896599357
RRM1,0.001303,-3.856175252,0.005136,-2.381500787,-1.474674465
RPS10,0.345654,-1.052036413,0.003825,-1.372368125,0.320331712
RPL34,0.005947,-1.383076716,0.00607,-1.704242803,0.321166087
C3orf17,1,-0.925628805,0.011692,-1.18187848,0.256249675
MPHOSPH10,0.009351,-1.489121439,0.051685,-1.609342406,0.120220966
DDX39B,0.003094,-2.036035736,0.055489,-1.362752114,-0.673283622
AFG3L2,0.103067,-1.639902452,0.057422,-0.900218489,-0.739683962
ATP6V0C,0.001817,-2.665858771,0.063123,-1.519085709,-1.146773062
POLR2B,0.003442,-2.593346064,0.075958,-1.581624844,-1.01172122
NCAPH2,0.085996,-0.983125043,0.300897,-1.056818423,0.07369338
NOL9,1,-0.378831475,0.361372,-0.648363447,0.269531972
GPS1,0.625854,-1.216314161,0.433462,-0.572165477,-0.644148685
RPP40,0.103419,-1.681652464,0.592049,-0.843841468,-0.837810996
RABGGTA,0.113563,-1.859075476,0.761213,-1.061619731,-0.797455745
CTC1,1,-0.726388851,1,-1.09712477,0.370735919
NOL7,1,-0.845055395,1,-0.896771713,0.051716318
VPS35,0.060342,-1.617043979,0.007509,-1.772502726,0.155458747
PMPCA,0.048002,-1.433006374,0.284882,-0.585935711,-0.847070663
RPS3,0.020484,-1.307529927,0.020424,-0.42286752,-0.884662406
RPS6,0.519873,-1.077959137,0.024229,-1.143298632,0.065339495
MIPEP,1,-0.953734032,0.108634,-0.613218765,-0.340515268
PSMA1,0.009975,-2.621924502,0.262168,-1.583744243,-1.038180259
RACGAP1,0.001192,-2.024230435,0.331532,-1.270000128,-0.754230306
BAI2,0.992116,-1.499264611,0.403419,-0.680385631,-0.81887898
MRPL38,0.494676,-1.218207312,0.425217,-1.203683307,-0.014524004
NOL12,0.618411,-0.934590121,0.498466,-1.3600818,0.425491679
FDXR,1,-1.480293511,0.72566,-0.658893575,-0.821399937
BIRC5,0.516963,-1.773426322,0.855989,-0.749974958,-1.023451364
CD3EAP,0.295077,-1.246744321,0.239156,-1.186903284,-0.059841037
SNAPC2,1,-0.927528782,1,-1.332062843,0.404534061
UBA1,0.06861,-1.675984235,0.121047,-0.709811835,-0.966172401
ATP6V0D1,0.062691,-2.206098308,0.420805,-1.54546838,-0.660629928
IMP4,1,-1.088031038,0.583409,-1.123300383,0.035269345
GATC,1,-1.304265961,0.37294,-0.586330279,-0.717935683
PRPF31,0.634384,-1.402335131,0.074291,-1.44941132,0.047076189
ACO2,0.007162,-2.560854647,1,-0.636988501,-1.923866146
SRRT,0.801218,-0.800103288,0.11067,-1.137845745,0.337742457
PPP1R35,0.639949,-0.747848232,0.27427,-0.963417472,0.21556924
CUL1,0.002081,-1.636877956,0.050437,-0.968803915,-0.668074041
DONSON,0.225643,-0.516529455,0.085462,-0.677746851,0.161217396
MRPS16,1,-0.927792018,0.593273,-1.119777709,0.191985691
TERF2,1,-1.662473924,1,-0.775866493,-0.886607431
UQCRFS1,0.463986,-1.74831686,1,-0.960102613,-0.788214247
SMC1A,0.001817,-2.363166641,0.078802,-1.521097162,-0.842069479
TMX2,0.144361,-2.431839806,0.15586,-2.087961738,-0.343878068
POLR2D,0.057021,-2.199027651,0.60165,-1.436332502,-0.762695149
SAMM50,1,-0.854120361,0.757034,-1.048398807,0.194278446
CCDC115,0.930259,-0.39444702,0.108634,-0.843693358,0.449246338
SPATA31A3,0.449713,-0.847122033,0.245749,-1.188114176,0.340992143
PNKP,0.321627,-1.52487071,0.259806,-0.663171404,-0.861699307
MCM4,0.634384,-1.922154106,0.585665,-1.122163718,-0.799990388
MRPS34,1,-0.603869422,0.597026,-0.922153638,0.318284216
SMC4,1,-1.554155688,0.314693,-0.796950596,-0.757205091
TIMELESS,0.107458,-1.24292813,0.393502,-1.317049846,0.074121716
LIPT1,1,-1.890329192,0.199367,-1.705865983,-0.18446321
BYSL,1,-0.77399926,0.068327,-1.235617151,0.46161789
EEFSEC,1,0.154635592,0.40028,-0.545375264,0.700010856
UBA52,0.036194,-2.047537892,0.413675,-1.011442307,-1.036095585
RBX1,0.215199,-1.777495724,0.420805,-0.767567601,-1.009928123
ADRM1,0.783337,-0.398968579,1,-0.874798341,0.475829762
EXOC1,0.001192,-2.478677108,0.007536,-1.891290915,-0.587386193
FAM86B1,1,-0.528963297,0.40028,-1.009956395,0.480993097
TCEB2,0.932618,-0.24934657,0.096758,-0.737336505,0.487989935
SSU72,0.634384,-1.357878634,0.585665,-0.4975325,-0.860346135
PNPT1,1,-1.560078006,0.318767,-1.106382082,-0.453695924
RPTOR,1,-0.691033993,1,-0.940688781,0.249654788
GAPDH,0.06142,-1.531999473,0.180271,-0.693793504,-0.838205969
PPM1D,0.368985,-1.172897374,0.163057,-0.576792784,-0.59610459
PWP2,0.048002,-1.307241119,0.092848,-1.30332197,-0.003919149
ARID1A,1,-1.301960191,1,-0.67453904,-0.627421151
QARS,0.09509,-1.092247694,0.095463,-1.499149295,0.406901601
RPS18,0.816301,-0.7978,0.422528,-1.219475698,0.421675698
EXTL1,0.083278,-1.63333447,1,-1.019410616,-0.613923854
MCM6,0.438596,-1.784552054,0.059238,-1.302683614,-0.48186844
ATP5J2,0.284396,-1.455703548,0.133923,-0.72184233,-0.733861218
PPA1,0.852955,-2.854296411,0.610557,-2.156668679,-0.697627732
RPL32,0.021089,-2.850942917,0.024545,-2.695227094,-0.155715823
NELFA,1,-0.822125411,0.227211,-1.137069894,0.314944483
DNMT1,0.382214,-1.765468255,0.353612,-0.932958427,-0.832509828
TRMT61A,0.463986,-1.765998833,0.399165,-0.679941658,-1.086057175
ILK,0.605447,-1.433276967,0.745946,-0.821991132,-0.611285835
CCNK,1,-0.559030664,0.891785,-1.016579678,0.457549014
ICT1,1,-1.143189046,1,-0.686197236,-0.456991811
NARFL,1,-0.88783628,1,-0.892100745,0.004264466
YY1,1,-1.269998399,1,-0.754537916,-0.515460484
UBA3,0.085475,-1.682340976,0.092076,-0.945545558,-0.736795417
PPP4C,0.008002,-2.291918584,0.492383,-1.294141289,-0.997777295
CRCP,0.463986,-0.070100244,0.030164,-0.485673024,0.415572781
UBL5,0.037385,-1.465689563,0.013146,-1.435408257,-0.030281306
EIF3D,0.009351,-2.152401778,1,-1.278783168,-0.87361861
COPS3,0.029405,-2.221773477,0.160993,-1.295362276,-0.926411202
C9orf114,1,-0.953819833,0.821856,-1.020199592,0.066379759
POLR2J3,0.022171,-1.798301805,0.018367,-1.773427481,-0.024874324
XAB2,1,-1.142709273,1,-1.130173704,-0.012535569
PELP1,0.010608,-0.790831544,0.011251,-0.948070812,0.157239269
INTS9,0.58281,-1.153003603,0.114798,-1.22755884,0.074555237
ZNHIT2,0.605447,-1.504430074,0.124833,-1.422848797,-0.081581276
PPP2CA,0.005363,-2.525771339,0.173141,-1.650049835,-0.875721505
ACTR10,0.338406,-1.459514077,0.32407,-1.367116636,-0.09239744
PGAM1,1,-1.353757528,1,-1.208137982,-0.145619546
GGA3,0.516963,-1.936064662,0.573833,-0.973628825,-0.962435837
PTDSS1,0.096477,-1.801873202,1,-1.284358757,-0.517514444
GEMIN5,0.992176,-1.368094035,0.09056,-1.690900605,0.322806569
KIF11,0.063751,-3.288397814,0.170523,-1.941016488,-1.347381326
RFC3,0.003555,-2.817759496,0.181778,-2.150335966,-0.66742353
FARSB,0.102723,-2.82702714,0.352308,-1.374356349,-1.452670791
TFIP11,0.324846,-1.092277335,0.492383,-1.274893305,0.18261597
POP7,0.151971,-1.647639756,0.152253,-0.797899103,-0.849740653
HIST2H2BE,0.532393,-0.782426247,0.287111,-1.127587002,0.345160755
RBM14-RBM4,0.544766,-0.746690572,0.325705,-0.832498638,0.085808065
GOLGA8O,0.463166,-1.667715003,0.353612,-2.017436459,0.349721456
RAD51,0.02318,-2.425510518,0.944884,-1.4348802,-0.990630318
EXOC2,0.650553,-1.493048932,0.377618,-0.792277357,-0.700771575
ALG1,0.46905,-1.780973927,0.325153,-1.006748179,-0.774225748
ECD,0.213996,-1.255909362,0.092848,-1.725925927,0.470016566
POLR3C,0.105555,-2.307205472,0.154314,-1.535379892,-0.77182558
COASY,0.593893,-2.058029316,0.594539,-1.037740654,-1.020288662
SLC30A9,1,-1.199995459,0.66681,-0.872876804,-0.327118655
